name,Category,energy_kcal,weight_g,protein_g,carbohydrate_g,fat_g,sugar_g,sodium_mg,fiber_g,energy_percentage_dv,protein_percentage_dv,carbohydrate_percentage_dv,fat_percentage_dv,sodium_percentage_dv,energy_per_100g,protein_per_100g,fat_per_100g,sodium_per_100g,nutrition_desnity
Keripik Gadung,Traditional,446,2.8,2.8,76,14.5,0,0,1.7,20.74,4.67,23.38,21.64,0,15928.57,100,517.86,0,0.0101
Kerupuk Cumi Goreng,Traditional,444,3.8,6.9,71.3,14.6,0,837,5,20.65,11.5,21.94,21.79,55.8,11684.21,181.58,384.21,22026.32,0.0268
Kue Bangen,Traditional,442,2.2,3.3,74.2,14.7,0,0,0,20.56,5.5,22.83,21.94,0,20090.91,150,668.18,0,0.0075
Ayam Goreng Poineer Dada,Traditional,295,2.7,37.4,0.6,14.7,0,0,0,13.72,62.33,0.18,21.94,0,10925.93,1385.19,544.44,0,0.1268
Sagu Lemak (Kue Sagon),Traditional,452,0.7,2.8,76.8,14.8,0,182,1.1,21.02,4.67,23.63,22.09,12.13,64571.43,400,2114.29,26000,0.0086
Sate Ayam,Traditional,225,19.54,19.54,4.87,14.82,0,355,0,10.47,32.57,1.5,22.12,23.67,1151.48,100,75.84,1816.79,0.0868
Gulai Pliek,Olahan/Brand,176,2.7,7.3,3.2,14.9,0,257,0,8.19,12.17,0.98,22.24,17.13,6518.52,270.37,551.85,9518.52,0.0415
Kelapa Setengah Tua Daging Segar,Traditional,180,1,4,10,15,0,4,2.4,8.37,6.67,3.08,22.39,0.27,18000,400,1500,400,0.0356
Starbucks Butter Croissant,Traditional,260,1,5,27,15,5,0,1,12.09,8.33,8.31,22.39,0,26000,500,1500,0,0.0231
Supermi Ayam Bawang,Olahan/Brand,130,4,7,46,15,2,1030,4,15.81,11.67,14.15,22.39,68.67,3250,175,375,25750,0.0846
Supermi Rasa Steak Ayam,Olahan/Brand,140,4,7,54,15,6,590,4,17.67,11.67,16.62,22.39,39.33,3500,175,375,14750,0.0786
Pop Mie Rasa Soto Ayam Dengan Nasi,Olahan/Brand,250,3,7,48,15,5,1320,3,11.63,11.67,14.77,22.39,88,8333.33,233.33,500,44000,0.04
Pop Mie Pake Nasi,Olahan/Brand,350,7,7,48,15,0,1370,0,16.28,11.67,14.77,22.39,91.33,5000,100,214.29,19571.43,0.02
Mie Sedaap Cup Mi Kuah Bakso,Olahan/Brand,350,8,8,45,15,0,1070,0,16.28,13.33,13.85,22.39,71.33,4375,100,187.5,13375,0.0229
Pop Mie Rasa Baso,Traditional,140,3,8,47,15,5,720,3,16.74,13.33,14.46,22.39,48,4666.67,266.67,500,24000,0.0786
Dairy Queen Hot Fudge Sundae,Traditional,430,1,9,66,15,52,0,1,20,15,20.31,22.39,0,43000,900,1500,0,0.0233
Garlic Parmesan (Classic Wings),Traditional,206,1,16,1,15,0,0,1,9.58,26.67,0.31,22.39,0,20600,1600,1500,0,0.0825
Bungkil Kelapa,Traditional,368,38,23,40,15,0,0,0,17.12,38.33,12.31,22.39,0,968.42,60.53,39.47,0,0.0625
Wingko Babat,Traditional,355,0.7,3.2,51.4,15.1,0,0,2.4,16.51,5.33,15.82,22.54,0,50714.29,457.14,2157.14,0,0.0158
Kakicak,Traditional,296,0.9,3.4,36.7,15.1,0,0,0,13.77,5.67,11.29,22.54,0,32888.89,377.78,1677.78,0,0.0115
Ikan Dendeng Mujahir Mentah,Traditional,582,14.1,68.3,37.2,15.2,0,0,0,27.07,113.83,11.45,22.69,0,4127.66,484.4,107.8,0,0.1174
Ribeye,Traditional,217,19.8,19.8,0.11,15.21,0,0,0,10.09,33,0.03,22.7,0,1095.96,100,76.82,0,0.0912
Mixed Nut And Ham Mooncake,Traditional,245,2.08,5.4,21.38,15.3,0,0,2.08,11.4,9,6.58,22.84,0,11778.85,259.62,735.58,0,0.0305
Hoka Hemat 4,Traditional,413,20.3,20.3,47.2,15.3,0,0,0,19.21,33.83,14.52,22.84,0,2034.48,100,75.37,0,0.0492
Biji Kopi,Traditional,399,12.4,12.4,62.7,15.4,0,0,0,18.56,20.67,19.29,22.99,0,3217.74,100,124.19,0,0.0311
Kacang Kedelai Segar,Traditional,286,4.1,30.2,30.1,15.6,0,28,2.9,13.3,50.33,9.26,23.28,1.87,6975.61,736.59,380.49,682.93,0.1157
Lapis Legit,Traditional,389,0.9,6.6,55.5,15.7,0,0,0.5,18.09,11,17.08,23.43,0,43222.22,733.33,1744.44,0,0.0183
Masakan Tumis Bandeng,Traditional,189,1.9,11.3,0.6,15.7,0,314,0,8.79,18.83,0.18,23.43,20.93,9947.37,594.74,826.32,16526.32,0.0598
Ayam Goreng Church Texas Paha,Traditional,287,1.3,31,1.7,15.7,0,723,0,13.35,51.67,0.52,23.43,48.2,22076.92,2384.62,1207.69,55615.38,0.108
Fillet O-Fish,Traditional,270,1.5,12.3,19.3,15.9,0,439,0.2,12.56,20.5,5.94,23.73,29.27,18000,820,1060,29266.67,0.0463
Coklat Ferrero Rocher,Olahan/Brand,238,1,3,18,16,15,0,1,11.07,5,5.54,23.88,0,23800,300,1600,0,0.0168
Pop Mie Kuah Pedes Dower,Olahan/Brand,360,3,6,46,16,4,0,3,16.74,10,14.15,23.88,0,12000,200,533.33,0,0.025
Pop Mie Rasa Kari Ayam,Olahan/Brand,350,44,7,45,16,4,0,44,16.28,11.67,13.85,23.88,0,795.45,15.91,36.36,0,0.1457
Mie Sedaap Cup Mi Kuah Soto,Olahan/Brand,370,7,8,48,16,2,1070,7,17.21,13.33,14.77,23.88,71.33,5285.71,114.29,228.57,15285.71,0.0405
Indomie Goreng Rasa Rendang,Olahan/Brand,150,3,9,59,16,9,1060,3,19.53,15,18.15,23.88,70.67,5000,300,533.33,35333.33,0.08
Indomie Mi Rendang,Olahan/Brand,420,3,9,59,16,9,0,3,19.53,15,18.15,23.88,0,14000,300,533.33,0,0.0286
Mie Gaga Goreng Lada Hitam,Olahan/Brand,390,9,9,53,16,0,1150,0,18.14,15,16.31,23.88,76.67,4333.33,100,177.78,12777.78,0.0231
Mcdonald Mcnugget,Traditional,270,1,15,16,16,0,0,1,12.56,25,4.92,23.88,0,27000,1500,1600,0,0.0593
Kacang Kincai Kering,Traditional,444,4.9,19.9,55,16,0,0,0,20.65,33.17,16.92,23.88,0,9061.22,406.12,326.53,0,0.0448
Ayam Goreng Church Texas Sayap,Traditional,295,1.3,34,1.5,16,0,771,0,13.72,56.67,0.46,23.88,51.4,22692.31,2615.38,1230.77,59307.69,0.1153
Kue Gelang,Traditional,448,1,5.8,70,16.1,0,0,0,20.84,9.67,21.54,24.03,0,44800,580,1610,0,0.0129
Ketumbar Kering,Traditional,418,4.4,14.1,54.2,16.1,0,91,12.3,19.44,23.5,16.68,24.03,6.07,9500,320.45,365.91,2068.18,0.0632
Ayamhatisegar,Traditional,261,1.5,27.4,1.6,16.1,0,1068,0,12.14,45.67,0.49,24.03,71.2,17400,1826.67,1073.33,71200,0.105
Roti Boong,Traditional,341,1,5.5,43.3,16.2,0,161,0,15.86,9.17,13.32,24.18,10.73,34100,550,1620,16100,0.0161
Melinjo Emping Tebal Goreng Asin,Traditional,431,1.6,11.1,63,16.2,0,0,0,20.05,18.5,19.38,24.18,0,26937.5,693.75,1012.5,0,0.0258
Babi Hutan Masak Rica,Traditional,491,2.7,24.6,0.2,16.3,0,1415,0,22.84,41,0.06,24.33,94.33,18185.19,911.11,603.7,52407.41,0.0501
Melinjo Emping Tebal Goreng Manis,Traditional,439,2.3,10,65.7,16.4,0,0,0,20.42,16.67,20.22,24.48,0,19086.96,434.78,713.04,0,0.0228
Dodol Manado,Traditional,373,1.2,4.3,51.9,16.5,0,35,0.4,17.35,7.17,15.97,24.63,2.33,31083.33,358.33,1375,2916.67,0.0126
Kacang Kedelai Kering,Traditional,381,5.5,40.4,24.9,16.7,0,210,3.2,17.72,67.33,7.66,24.93,14,6927.27,734.55,303.64,3818.18,0.1144
Sate Bandeng,Traditional,283,3.1,12.1,20.9,16.8,0,543,2,13.16,20.17,6.43,25.07,36.2,9129.03,390.32,541.94,17516.13,0.0498
Kacang Belimbing (Kecipir) Kering,Traditional,400,4.2,34.4,34.1,16.9,0,37,10.7,18.6,57.33,10.49,25.22,2.47,9523.81,819.05,402.38,880.95,0.1127
French Fries,Traditional,380,4,5,53,17,0,0,4,17.67,8.33,16.31,25.37,0,9500,125,425,0,0.0237
Pop Mie Mie Goreng Pedas,Olahan/Brand,370,6,6,49,17,4,0,6,17.21,10,15.08,25.37,0,6166.67,100,283.33,0,0.0324
Mr.P Garlic Peanut,Olahan/Brand,240,6,6,14,17,0,0,0,11.16,10,4.31,25.37,0,4000,100,283.33,0,0.025
Indomie Hype Abis Seblak Hot Jeletot,Traditional,360,7,7,44,17,0,1190,0,16.74,11.67,13.54,25.37,79.33,5142.86,100,242.86,17000,0.0194
Sonice Chicken Stick,Olahan/Brand,250,13,13,13,17,0,0,0,11.63,21.67,4,25.37,0,1923.08,100,130.77,0,0.052
Domino Pizza Beef Pepperoni Feast,Traditional,370,2,16,36,17,3,890,2,17.21,26.67,11.08,25.37,59.33,18500,800,850,44500,0.0486
Kwark / Bagot,Traditional,242,2,19,3,17,0,37,0,11.26,31.67,0.92,25.37,2.47,12100,950,850,1850,0.0785
Carman's Bircher Muesli,Traditional,421,7.9,14.7,48.1,17.1,16,0,7.9,19.58,24.5,14.8,25.52,0,5329.11,186.08,216.46,0,0.0537
Keju Mozzarella,Traditional,280,27.5,27.5,3.1,17.1,0,0,0,13.02,45.83,0.95,25.52,0,1018.18,100,62.18,0,0.0982
Mi Sedaap Cup Mi Goreng,Olahan/Brand,390,7,6,52,18,5,0,7,18.14,10,16,26.87,0,5571.43,85.71,257.14,0,0.0333
Pop Mie Goreng Pedas Gledek,Olahan/Brand,370,6,6,45,18,0,930,0,17.21,10,13.85,26.87,62,6166.67,100,300,15500,0.0162
Gekikara Ramen 109 Gram,Olahan/Brand,160,6,9,74,18,4,1200,6,23.26,15,22.77,26.87,80,2666.67,150,300,20000,0.0938
Mie Sedap Instan Goreng Kriuk,Olahan/Brand,160,8,9,57,18,6,1170,8,19.53,15,17.54,26.87,78,2000,112.5,225,14625,0.1062
Sonice Chicken Karage,Olahan/Brand,300,12,12,21,18,0,0,0,13.95,20,6.46,26.87,0,2500,100,150,0,0.04
Domino Pizza Extravaganza,Traditional,390,2,17,38,18,3,970,2,18.14,28.33,11.69,26.87,64.67,19500,850,900,48500,0.0487
Mcdonald Mc Double,Olahan/Brand,380,2,23,34,18,7,0,2,17.67,38.33,10.46,26.87,0,19000,1150,900,0,0.0658
Yoshinoya Teriyaki (Reguler Bowl),Traditional,790,5,48,110,18,16,0,5,36.74,80,33.85,26.87,0,15800,960,360,0,0.0671
Manan Samin,Traditional,379,0.8,3.4,50.6,18.1,0,0,0,17.63,5.67,15.57,27.01,0,47375,425,2262.5,0,0.009
Ampas Tahu Kering,Traditional,414,5.8,26.6,41.3,18.3,0,45,0,19.26,44.33,12.71,27.31,3,7137.93,458.62,315.52,775.86,0.0643
Kue Ali,Traditional,440,0.4,3.8,64.5,18.5,0,0,0.3,20.47,6.33,19.85,27.61,0,110000,950,4625,0,0.0093
Masakan Tikus Rica,Traditional,257,4,18.8,3.8,18.5,0,1724,0,11.95,31.33,1.17,27.61,114.93,6425,470,462.5,43100,0.0732
Kecimpring Singkong Goreng,Traditional,464,3.5,1.2,73,18.6,0,0,1.3,21.58,2,22.46,27.76,0,13257.14,34.29,531.43,0,0.0054
Masakan Sate Pusut,Traditional,274,2.8,12.9,13.6,18.6,0,609,0,12.74,21.5,4.18,27.76,40.6,9785.71,460.71,664.29,21750,0.0471
Cassavastick,Traditional,460,2.7,0.8,17.2,18.7,0,0,1.6,21.4,1.33,5.29,27.91,0,17037.04,29.63,692.59,0,0.0052
Masakan Cucuru Bayau,Traditional,349,1.2,6.8,38.3,18.7,0,0,0,16.23,11.33,11.78,27.91,0,29083.33,566.67,1558.33,0,0.0195
Chicken Nugget,Traditional,297,15.58,15.58,16.32,18.82,0,574,0,13.81,25.97,5.02,28.09,38.27,1906.29,100,120.8,3684.21,0.0525
Coklat Lindt 70% Cocoa Smooth Dark,Traditional,250,3,3,17,19,12,0,3,11.63,5,5.23,28.36,0,8333.33,100,633.33,0,0.024
Mr.P Cashewnuts,Olahan/Brand,250,7,7,11,19,0,0,0,11.63,11.67,3.38,28.36,0,3571.43,100,271.43,0,0.028
Indomie Mi Goreng Aceh,Olahan/Brand,170,6,9,55,19,6,790,6,20,15,16.92,28.36,52.67,2833.33,150,316.67,13166.67,0.0882
Nugget Ayam Akumo,Olahan/Brand,340,13,13,30,19,0,610,0,15.81,21.67,9.23,28.36,40.67,2615.38,100,146.15,4692.31,0.0382
Belfoods Chicken Nugget Crunch,Olahan/Brand,290,15,15,15,19,0,460,0,13.49,25,4.62,28.36,30.67,1933.33,100,126.67,3066.67,0.0517
Pizza Hut Deluxe Cheese,Olahan/Brand,380,3,16,37,19,1,0,3,17.67,26.67,11.38,28.36,0,12666.67,533.33,633.33,0,0.05
Kfc Original Recipe Paha Atas,Olahan/Brand,280,19,19,8,19,0,0,0,13.02,31.67,2.46,28.36,0,1473.68,100,100,0,0.0679
Kacang Negara,Traditional,480,0.9,18.4,58.5,19.1,0,1010,11.7,22.33,30.67,18,28.51,67.33,53333.33,2044.44,2122.22,112222.22,0.0627
Ikan Gete Goreng,Traditional,267,12.6,23.1,0.2,19.4,0,590,0,12.42,38.5,0.06,28.96,39.33,2119.05,183.33,153.97,4682.54,0.0865
Keripik Singkong Bumbu,Traditional,481,2.3,2.2,73.6,19.7,0,0,1.6,22.37,3.67,22.65,29.4,0,20913.04,95.65,856.52,0,0.0079
Masakan Kaholeo,Traditional,413,10.5,28.7,29.8,19.8,0,0,0,19.21,47.83,9.17,29.55,0,3933.33,273.33,188.57,0,0.0695
Tahu Telur,Traditional,328,1.1,12.6,24.6,19.9,0,755.4,0.4,15.26,21,7.57,29.7,50.36,29818.18,1145.45,1809.09,68672.73,0.0396
Kepala Susu - Krim Segar,Traditional,204,0.9,2.6,4,20,0,0,0,9.49,4.33,1.23,29.85,0,22666.67,288.89,2222.22,0,0.0127
Sambal Cuk Ikan Roa Asap,Olahan/Brand,220,3,4,7,20,4,0,3,10.23,6.67,2.15,29.85,0,7333.33,133.33,666.67,0,0.0318
Starbucks Chocolate Croissant,Traditional,340,2,5,38,20,13,0,2,15.81,8.33,11.69,29.85,0,17000,250,1000,0,0.0206
Mi Abc Cup Mi Ayam Jamur,Olahan/Brand,390,6,7,45,20,8,0,6,18.14,11.67,13.85,29.85,0,6500,116.67,333.33,0,0.0333
Indomie Ayam Geprek,Olahan/Brand,410,3,9,49,20,6,0,3,19.07,15,15.08,29.85,0,13666.67,300,666.67,0,0.0293
Champ Combination Chicken Nugget,Olahan/Brand,90,12,12,8,20,0,720,0,11.63,20,2.46,29.85,48,750,100,166.67,6000,0.1333
Sarimi Isi 2 Ayam Bawang,Olahan/Brand,510,3,13,70,20,3,0,3,23.72,21.67,21.54,29.85,0,17000,433.33,666.67,0,0.0314
Tumis Keumamah,Traditional,300,4.3,14.5,15.5,20,0,0,4.5,13.95,24.17,4.77,29.85,0,6976.74,337.21,465.12,0,0.0633
Yoshinoya Veggie Beef Bowl (Reguler Bowl),Traditional,650,5,24,95,20,4,0,5,30.23,40,29.23,29.85,0,13000,480,400,0,0.0446
Saridele Bubuk,Traditional,344,4,30,43,20,0,56,6.2,16,50,13.23,29.85,3.73,8600,750,500,1400,0.1052
Rempeyek Kacang Tolo,Traditional,451,2.8,11.2,59.7,20.2,0,0,1.8,20.98,18.67,18.37,30.15,0,16107.14,400,721.43,0,0.0288
Masakan Ikan Bandeng Presto,Traditional,296,6,17.1,11.3,20.3,0,0,0,13.77,28.5,3.48,30.3,0,4933.33,285,338.33,0,0.0578
Keju,Traditional,326,5.3,22.8,13.1,20.3,0,1410,0,15.16,38,4.03,30.3,94,6150.94,430.19,383.02,26603.77,0.0699
Kerupuk Udang Goreng,Traditional,477,1.9,4.7,68.5,20.5,0,449,5,22.19,7.83,21.08,30.6,29.93,25105.26,247.37,1078.95,23631.58,0.0203
Hokben Chicken Karaage,Traditional,340,25,25,15,20.5,0,0,0,15.81,41.67,4.62,30.6,0,1360,100,82,0,0.0735
Ayam Goreng Church Texas Dada,Traditional,338,1.5,35.2,0.4,20.6,0,800,0,15.72,58.67,0.12,30.75,53.33,22533.33,2346.67,1373.33,53333.33,0.1041
Ceriping Getuk Singkong,Traditional,462,3.2,1.2,67.7,20.7,0,0,0.6,21.49,2,20.83,30.9,0,14437.5,37.5,646.87,0,0.0039
Bebek Daging Goreng,Traditional,300,2,24,4.5,20.7,0,34,0,13.95,40,1.38,30.9,2.27,15000,1200,1035,1700,0.08
Donat Krispy Kreme Oreo Chocolate Cream,Traditional,390,1,4,49,21,27,0,1,18.14,6.67,15.08,31.34,0,39000,400,2100,0,0.0128
Starbucks Espresso Brownie,Traditional,370,4,4,43,21,30,115,0,17.21,6.67,13.23,31.34,7.67,9250,100,525,2875,0.0108
Nissin Ufo Fried Ramen 100 G,Olahan/Brand,190,2,8,62,21,6,1980,2,21.86,13.33,19.08,31.34,132,9500,400,1050,99000,0.0526
Supermi Extra Mie Goreng Rasa Ayam Pangsit,Olahan/Brand,510,10,10,70,21,0,1130,0,23.72,16.67,21.54,31.34,75.33,5100,100,210,11300,0.0196
Sedaap Tasty Bakmi Ayam Geprek Matah,Olahan/Brand,190,6,14,81,21,2,870,6,8.84,23.33,24.92,31.34,58,3166.67,233.33,350,14500,0.1053
A&W Burger Cheeseburger,Traditional,398,1,15,39,21,9,0,1,18.51,25,12,31.34,0,39800,1500,2100,0,0.0402
Mcdonald Double Cheeseburger,Olahan/Brand,430,2,25,35,21,7,0,2,20,41.67,10.77,31.34,0,21500,1250,1050,0,0.0628
Kfc Original Recipe Dada,Olahan/Brand,390,39,39,11,21,0,0,0,18.14,65,3.38,31.34,0,1000,100,53.85,0,0.1
Kerupuk Mie Kuning Goreng,Traditional,476,0.3,0.1,71.3,21.1,0,0,4.2,22.14,0.17,21.94,31.49,0,158666.67,33.33,7033.33,0,0.009
Serimping Talas Kebumen,Traditional,478,2.3,2.5,69.2,21.2,0,0,1.7,22.23,4.17,21.29,31.64,0,20782.61,108.7,921.74,0,0.0088
Intip Goreng,Traditional,474,2,7.6,62.3,21.6,0,0,1.2,22.05,12.67,19.17,32.24,0,23700,380,1080,0,0.0186
Renggi Goreng,Traditional,471,0.6,4.7,64.1,21.8,0,126,6.4,21.91,7.83,19.72,32.54,8.4,78500,783.33,3633.33,21000,0.0236
Dairy Queen Chocolate Dipped Cone,Traditional,460,1,9,59,22,43,0,1,21.4,15,18.15,32.84,0,46000,900,2200,0,0.0217
Starbucks Almond Croissant,Traditional,420,3,10,45,22,13,0,3,19.53,16.67,13.85,32.84,0,14000,333.33,733.33,0,0.031
Dairy Queen Mocha Moolatte,Traditional,580,1,10,88,22,77,0,1,26.98,16.67,27.08,32.84,0,58000,1000,2200,0,0.019
Sedaap Tasty Bakmi Ayam,Olahan/Brand,590,7,15,84,22,6,810,7,27.44,25,25.85,32.84,54,8428.57,214.29,314.29,11571.43,0.0373
Sapi Hati Sosis (Leverworst),Traditional,274,2.4,16,3,22,0,654,2.3,12.74,26.67,0.92,32.84,43.6,11416.67,666.67,916.67,27250,0.0668
Pizza Hut Super Supreme,Olahan/Brand,410,3,16,37,22,2,0,3,19.07,26.67,11.38,32.84,0,13666.67,533.33,733.33,0,0.0463
Masakan Teri Belado,Traditional,365,10.9,23.7,17.5,22.3,0,0,0,16.98,39.5,5.38,33.28,0,3348.62,217.43,204.59,0,0.0649
Hokben Paket B,Traditional,522,26.3,26.3,52.8,22.4,0,0,0,24.28,43.83,16.25,33.43,0,1984.79,100,85.17,0,0.0504
Sarimi Isi Tongseng Ayam,Olahan/Brand,560,6,11,76,23,5,0,6,26.05,18.33,23.38,34.33,0,9333.33,183.33,383.33,0,0.0304
Kfc Extra Crispy Paha Atas,Olahan/Brand,330,22,22,9,23,0,0,0,15.35,36.67,2.77,34.33,0,1500,100,104.55,0,0.0667
Tony Roma's Onion Loaf (Full With Bbq Sauce),Traditional,1200,23,23,205,23,12,0,0,55.81,38.33,63.08,34.33,0,5217.39,100,100,0,0.0192
Saladstop Sea Breeze,Traditional,379.3,6.2,29.5,17.4,23,7.9,2032.3,6.2,17.64,49.17,5.35,34.33,135.49,6117.74,475.81,370.97,32779.03,0.0941
Masakan Mujahir Acar Kuning,Traditional,330,4.6,17.8,12.1,23.4,0,0,1.1,15.35,29.67,3.72,34.93,0,7173.91,386.96,508.7,0,0.0573
Hokben Bento Special 1,Traditional,612,24.2,24.2,74.8,23.6,0,0,0,28.47,40.33,23.02,35.22,0,2528.93,100,97.52,0,0.0395
Ikan Mujahir / Mujair Goreng,Traditional,416,2.2,46.9,0,23.9,0,54,0,19.35,78.17,0,35.67,3.6,18909.09,2131.82,1086.36,2454.55,0.1127
Abc Exo Milk Coffe,Olahan/Brand,160,2,8,24,24,22,0,2,7.44,13.33,7.38,35.82,0,8000,400,1200,0,0.0625
Kluwek,Traditional,310,1.5,10,13.5,24,0,0,0,14.42,16.67,4.15,35.82,0,20666.67,666.67,1600,0,0.0323
Subway Spicy Italian Sandwich,Traditional,470,3,19,43,24,6,0,3,21.86,31.67,13.23,35.82,0,15666.67,633.33,800,0,0.0468
Hokben Paket C,Traditional,625,35.4,35.4,64,24.1,0,0,0,29.07,59,19.69,35.97,0,1765.54,100,68.08,0,0.0566
Omelet Mie Telur,Traditional,500.7,14.3,14.3,54.5,24.3,0,1132,0,23.29,23.83,16.77,36.27,75.47,3501.4,100,169.93,7916.08,0.0286
Melinjo Emping Tipis Goreng,Traditional,485,1.5,11.5,59.1,24.5,0,0,0,22.56,19.17,18.18,36.57,0,32333.33,766.67,1633.33,0,0.0237
Arwan Sirsir,Traditional,277,2.9,2.4,10.7,25,0,240,4.6,12.88,4,3.29,37.31,16,9551.72,82.76,862.07,8275.86,0.0253
Indomie Salted Egg,Olahan/Brand,480,2,11,53,25,6,0,2,22.33,18.33,16.31,37.31,0,24000,550,1250,0,0.0271
Sapi Daging Kornet,Traditional,289,6,16,0,25,0,794,0,13.44,26.67,0,37.31,52.93,4816.67,266.67,416.67,13233.33,0.0554
Chili Cheese Fries ( 1 Porsi),Traditional,500,6,16,53,25,4,0,6,23.26,26.67,16.31,37.31,0,8333.33,266.67,416.67,0,0.044
Daging Ayam  Segar,Traditional,298,0.9,18.2,0,25,0,109,0,13.86,30.33,0,37.31,7.27,33111.11,2022.22,2777.78,12111.11,0.0611
Subway Classic Tuna Sandwich,Traditional,470,2,20,41,25,5,0,2,21.86,33.33,12.62,37.31,0,23500,1000,1250,0,0.0468
Yoshinoya Teriyaki (Large Bowl),Traditional,1140,9,66,165,25,25,0,9,53.02,110,50.77,37.31,0,12666.67,733.33,277.78,0,0.0658
Japilus,Traditional,500,2.7,1.2,67.3,25.1,0,0,0.4,23.26,2,20.71,37.46,0,18518.52,44.44,929.63,0,0.0032
Pecel Sayur Dengan Lauk,Traditional,408,25.17,25.17,27.07,25.18,0,272,0,18.98,41.95,8.33,37.58,18.13,1620.98,100,100.04,1080.65,0.0617
Keremes,Traditional,475,2.1,1.6,64.4,25.2,0,0,2.1,22.09,2.67,19.82,37.61,0,22619.05,76.19,1200,0,0.0078
Saga Merah Terkupas Mentah,Traditional,449,3.9,30.6,31.9,25.5,0,66,3.5,20.88,51,9.82,38.06,4.4,11512.82,784.62,653.85,1692.31,0.0759
Saladstop Bold Bulgogi,Traditional,411.8,6,17.7,30.6,25.7,13.3,695.4,6,19.15,29.5,9.42,38.36,46.36,6863.33,295,428.33,11590,0.0576
Loacker Chocolate,Olahan/Brand,511,7.7,7.7,59,26,0,0,0,23.77,12.83,18.15,38.81,0,6636.36,100,337.66,0,0.0151
Kacang Sukro,Traditional,484,2.7,8.8,57.7,26.1,0,0,1.8,22.51,14.67,17.75,38.96,0,17925.93,325.93,966.67,0,0.0219
Ayam Usus Goreng,Traditional,473,10.1,45.2,13.9,26.3,0,0,0,22,75.33,4.28,39.25,0,4683.17,447.52,260.4,0,0.0956
Tempe Kedelai Murni Goreng,Traditional,350,1.8,24.5,10.4,26.6,0,22,4.2,16.28,40.83,3.2,39.7,1.47,19444.44,1361.11,1477.78,1222.22,0.082
Saladstop Sunshine Jakarta,Traditional,556.6,15.1,45.2,50.7,26.6,18.1,988.8,15.1,25.89,75.33,15.6,39.7,65.92,3686.09,299.34,176.16,6548.34,0.1083
Masakan Dendeng Mujahir Goreng,Traditional,598,13.1,74.3,9.2,26.9,0,0,0,27.81,123.83,2.83,40.15,0,4564.89,567.18,205.34,0,0.1242
Kelapa Parut,Traditional,283,3,3,10,27,0,0,0,13.16,5,3.08,40.3,0,9433.33,100,900,0,0.0106
Bebek Albino Daging Segar,Traditional,303,1,11.3,3.7,27,0,50,0,14.09,18.83,1.14,40.3,3.33,30300,1130,2700,5000,0.0373
Ikan Paling Segar,Traditional,303,1,14,0,27,0,43,0,14.09,23.33,0,40.3,2.87,30300,1400,2700,4300,0.0462
Sardines Dalam Kaleng,Traditional,338,3.8,21.1,1,27,0,0,0,15.72,35.17,0.31,40.3,0,8894.74,555.26,710.53,0,0.0624
Yoshinoya Beef Bowl (Reguler Bowl),Traditional,730,3,30,91,27,5,0,3,33.95,50,28,40.3,0,24333.33,1000,900,0,0.0452
Quiznos Black Angus Steakhouse,Olahan/Brand,780,4,47,88,27,19,0,4,36.28,78.33,27.08,40.3,0,19500,1175,675,0,0.0654
Rempeyek Kacang Uci,Traditional,497,3.4,17,50.8,27.6,0,0,2.4,23.12,28.33,15.63,41.19,0,14617.65,500,811.76,0,0.039
Keju Parmesan,Traditional,420,28.42,28.42,13.91,27.84,0,0,0,19.53,47.37,4.28,41.55,0,1477.83,100,97.96,0,0.0677
Keripik Tempe Abadi Sedang,Traditional,510,3.1,12.3,52.4,27.9,0,0,3.6,23.72,20.5,16.12,41.64,0,16451.61,396.77,900,0,0.0312
Pizza Hut Meat Lover's,Olahan/Brand,470,2,19,36,28,1,0,2,21.86,31.67,11.08,41.79,0,23500,950,1400,0,0.0447
Mcdonald Big Mac Burger,Olahan/Brand,540,3,25,46,28,9,0,3,25.12,41.67,14.15,41.79,0,18000,833.33,933.33,0,0.0519
Mcdonald Triple Cheeseburger,Olahan/Brand,520,2,32,36,28,7,0,2,24.19,53.33,11.08,41.79,0,26000,1600,1400,0,0.0654
Keripik Kemplang Goreng,Traditional,504,3.4,5.6,57.1,28.1,0,0,0.3,23.44,9.33,17.57,41.94,0,14823.53,164.71,826.47,0,0.0117
Bagea Kenari Manis,Traditional,523,1.3,3.2,64.2,28.2,0,74,0,24.33,5.33,19.75,42.09,4.93,40230.77,246.15,2169.23,5692.31,0.0061
Gendar Goreng,Traditional,407,3,6.4,32,28.2,0,0,0.1,18.93,10.67,9.85,42.09,0,13566.67,213.33,940,0,0.016
Bebek (Itik) Daging Segar,Traditional,321,1.1,16,0,28.6,0,54,0,14.93,26.67,0,42.69,3.6,29181.82,1454.55,2600,4909.09,0.0498
Saladstop Omega 3 Baby,Traditional,391.3,6.7,17.3,18.6,28.7,9.6,0,6.7,18.2,28.83,5.72,42.84,0,5840.3,258.21,428.36,0,0.0613
Dairy Queen Oreo Cookie Blizzard,Traditional,780,1,15,117,29,84,0,1,36.28,25,36,43.28,0,78000,1500,2900,0,0.0205
Yoshinoya Veggie Beef Bowl (Large Bowl),Traditional,960,9,35,141,29,8,0,9,44.65,58.33,43.38,43.28,0,10666.67,388.89,322.22,0,0.0458
