name,Category,energy_kcal,weight_g,protein_g,carbohydrate_g,fat_g,sugar_g,sodium_mg,fiber_g,energy_percentage_dv,protein_percentage_dv,carbohydrate_percentage_dv,fat_percentage_dv,sodium_percentage_dv,energy_per_100g,protein_per_100g,fat_per_100g,sodium_per_100g,nutrition_desnity
Susu On Gold Standard Whey,Olahan/Brand,120,0.5,20,3,1.8,1.6,0,0.5,5.58,33.33,0.92,2.69,0,24000,4000,360,0,0.1708
Susu My Protein Impact Whey Protein,Olahan/Brand,105,0.5,20,3,1.8,1.6,0,0.5,4.88,33.33,0.92,2.69,0,21000,4000,360,0,0.1952
Masakan Sop Kaki Sapi,Traditional,68,0.9,9,3.7,1.9,0,435,0,3.16,15,1.14,2.84,29,7555.56,1000,211.11,48333.33,0.1324
Ayam Dideh/Darah Segar,Traditional,75,1.6,13.8,0.7,1.9,0,337,0,3.49,23,0.22,2.84,22.47,4687.5,862.5,118.75,21062.5,0.184
Kacang Tolo / Tunggak,Traditional,331,3.6,24.4,56.6,1.9,0,15,1.6,15.4,40.67,17.42,2.84,1,9194.44,677.78,52.78,416.67,0.0785
Quinoa,Traditional,120,4.4,4.4,21.3,1.92,0,0,0,5.58,7.33,6.55,2.87,0,2727.27,100,43.64,0,0.0367
Fitmee Rasa Soto,Olahan/Brand,60,2,0,10,2,2,430,2,2.79,0,3.08,2.99,28.67,3000,0,100,21500,0.0333
Regal Biskuit Marie,Olahan/Brand,70,1,1,12,2,0,45,0,3.26,1.67,3.69,2.99,3,7000,100,200,4500,0.0143
Kopi Indocafe Coffemix 3 In 1,Olahan/Brand,90,1,1,17,2,13,0,0,4.19,1.67,5.23,2.99,0,9000,100,200,0,0.0111
Good Day Mocacino,Olahan/Brand,90,1,1,16,2,13,10,1,4.19,1.67,4.92,2.99,0.67,9000,100,200,1000,0.0222
Royco Sup Krim Jagung,Traditional,70,1,1,11,2,4,380,0,3.26,1.67,3.38,2.99,25.33,7000,100,200,38000,0.0143
Kopi Good Day Chococinno,Olahan/Brand,98,1,1,17,2,0,15,0,4.56,1.67,5.23,2.99,1,9800,100,200,1500,0.0102
Kopi Kapal Api Grande White Coffe,Olahan/Brand,90,1,1,17,2,12,0,1,4.19,1.67,5.23,2.99,0,9000,100,200,0,0.0222
Good Day Mocacinno,Olahan/Brand,20,1,1,16,2,13,10,1,4.19,1.67,4.92,2.99,0.67,2000,100,200,1000,0.1
Pop Ice Flavour Strawberry,Olahan/Brand,20,1,1,22,2,19,35,0,5.12,1.67,6.77,2.99,2.33,2000,100,200,3500,0.05
Sayur Sop,Traditional,27,2.7,1.3,1,2,0,0,0.3,1.26,2.17,0.31,2.99,0,1000,48.15,74.07,0,0.0593
Cimory Yogurt Squeeze Peach,Traditional,70,2,2,11,2,0,60,0,3.26,3.33,3.38,2.99,4,3500,100,100,3000,0.0286
Taro Net,Olahan/Brand,80,2,2,15,2,0,0,0,3.72,3.33,4.62,2.99,0,4000,100,100,0,0.025
Cadbury Dairy Milk,Olahan/Brand,160,2,2,18,2,15,0,0,7.44,3.33,5.54,2.99,0,8000,100,100,0,0.0125
Kaparende Sayur,Traditional,38,1.3,2.4,2.6,2,0,170,1.5,1.77,4,0.8,2.99,11.33,2923.08,184.62,153.85,13076.92,0.1026
Sariroti Roti Tawar Kupas,Olahan/Brand,110,1,3,19,2,1,170,1,5.12,5,5.85,2.99,11.33,11000,300,200,17000,0.0364
Energen Oat Milk,Olahan/Brand,100,2,3,16,2,1,0,2,4.65,5,4.92,2.99,0,5000,150,100,0,0.05
Tummy Yogurt Mango Carrot,Olahan/Brand,150,11,3,29,2,18,0,11,6.98,5,8.92,2.99,0,1363.64,27.27,18.18,0,0.0933
Yoforia Berry Smooth,Olahan/Brand,130,4,4,24,2,20,0,0,6.05,6.67,7.38,2.99,0,3250,100,50,0,0.0308
Susu Bear Brand Gold Teh Putih,Olahan/Brand,70,4,4,10,2,0,0,0,3.26,6.67,3.08,2.99,0,1750,100,50,0,0.0571
Mr. Bread Roti Tawar Kupas,Olahan/Brand,119,1.5,4.5,21.5,2,1,209,1.5,5.53,7.5,6.62,2.99,13.93,7933.33,300,133.33,13933.33,0.0504
Cimory Yogurt Drink,Olahan/Brand,180,26,6,32,2,0,0,26,8.37,10,9.85,2.99,0,692.31,23.08,7.69,0,0.1778
Yoghurt Cimory,Traditional,180,5,6,36,2,26,90,5,8.37,10,11.08,2.99,6,3600,120,40,1800,0.0611
King's Fisher Sarden Sambal Bangkok,Olahan/Brand,70,8,8,6,2,0,0,0,3.26,13.33,1.85,2.99,0,875,100,25,0,0.1143
Hilo Platinum Swiss Chocolate Flavour,Olahan/Brand,130,8,8,21,2,0,150,0,6.05,13.33,6.46,2.99,10,1625,100,25,1875,0.0615
Daun Pepaya Segar,Traditional,87,2.7,8,11.9,2,0,4,1.5,4.05,13.33,3.66,2.99,0.27,3222.22,296.3,74.07,148.15,0.1092
Sushi Hand Roll Shrimp,Traditional,90,1,8,9,2,0.5,0,1,4.19,13.33,2.77,2.99,0,9000,800,200,0,0.1
Masakan Gete Kuah Asam,Traditional,75,3.8,8.2,6,2,0,260,0,3.49,13.67,1.85,2.99,17.33,1973.68,215.79,52.63,6842.11,0.1093
Sarden Abc Saus Tomat,Olahan/Brand,100,12,12,9,2,2,0,0,4.65,20,2.77,2.99,0,833.33,100,16.67,0,0.12
Rajungan Segar,Traditional,76,2.7,12.1,2.4,2,0,69,0,3.53,20.17,0.74,2.99,4.6,2814.81,448.15,74.07,2555.56,0.1592
Ikan Mayong Segar,Traditional,97,1.5,17.9,0.4,2,0,0,0,4.51,29.83,0.12,2.99,0,6466.67,1193.33,133.33,0,0.1845
Buah Kelenting Segar,Traditional,110,1.2,1.4,21.4,2.1,0,2,0,5.12,2.33,6.58,3.13,0.13,9166.67,116.67,175,166.67,0.0127
Lupis Ketan,Traditional,164,0.6,1.8,34.5,2.1,0,0,0.7,7.63,3,10.62,3.13,0,27333.33,300,350,0,0.0152
Mie Celon,Traditional,102,1.2,3,17.8,2.1,0,451,0,4.74,5,5.48,3.13,30.07,8500,250,175,37583.33,0.0294
Taoge Goreng,Traditional,88,1.5,3.2,14,2.1,0,0,0.7,4.09,5.33,4.31,3.13,0,5866.67,213.33,140,0,0.0443
Dodol Bali,Traditional,298,1.8,3.7,65.9,2.1,0,0,0.4,13.86,6.17,20.28,3.13,0,16555.56,205.56,116.67,0,0.0138
Ampas Tahu Kukus,Traditional,75,0.6,4.1,10.7,2.1,0,0,5.1,3.49,6.83,3.29,3.13,0,12500,683.33,350,0,0.1227
Ampas Tahu Mentah,Traditional,67,0.6,5,8.1,2.1,0,8,4.1,3.12,8.33,2.49,3.13,0.53,11166.67,833.33,350,1333.33,0.1358
Putri Hijau,Traditional,189,0.5,5.4,37.2,2.1,0,0,0,8.79,9,11.45,3.13,0,37800,1080,420,0,0.0286
Spaghetti,Traditional,139,2.1,7.4,22.6,2.1,0,0,0,6.47,12.33,6.95,3.13,0,6619.05,352.38,100,0,0.0532
Koro Roay,Traditional,344,3,12.5,69.4,2.1,0,18,7.5,16,20.83,21.35,3.13,1.2,11466.67,416.67,70,600,0.0581
Kacang Hijau Var. Siwalik Kering,Traditional,339,3.7,20.8,64.6,2.1,0,45,7.4,15.77,34.67,19.88,3.13,3,9162.16,562.16,56.76,1216.22,0.0832
Maya Sardines Chili Sause,Olahan/Brand,180,0.23,12.08,2.6,2.11,0,0.2,0,8.37,20.13,0.8,3.15,0.01,78260.87,5252.17,917.39,86.96,0.0671
Batar Daan,Traditional,107,0.7,2.2,19.6,2.2,0,200,0,4.98,3.67,6.03,3.28,13.33,15285.71,314.29,314.29,28571.43,0.0206
Masakan Jangang Bintatoeng,Traditional,107,2.4,5.3,16.5,2.2,0,482,0,4.98,8.83,5.08,3.28,32.13,4458.33,220.83,91.67,20083.33,0.0495
Masakan Bouiki Ninahu Nggaluku,Traditional,94,5.3,7.8,10.8,2.2,0,58,0,4.37,13,3.32,3.28,3.87,1773.58,147.17,41.51,1094.34,0.083
Misoa,Traditional,345,1.3,8.5,78,2.2,0,3064,0.5,16.05,14.17,24,3.28,204.27,26538.46,653.85,169.23,235692.31,0.0261
Jagung Titi,Traditional,374,0.1,9.4,79.1,2.2,0,0,0.8,17.4,15.67,24.34,3.28,0,374000,9400,2200,0,0.0273
Emping Beras,Traditional,403,1.9,10.6,85.3,2.2,0,1,0.2,18.74,17.67,26.25,3.28,0.07,21210.53,557.89,115.79,52.63,0.0268
Kuro Segar,Traditional,87,0.9,16,1,2.2,0,0,0,4.05,26.67,0.31,3.28,0,9666.67,1777.78,244.44,0,0.1839
Sawo Kecik,Traditional,111,1.4,0.9,21.6,2.3,0,28,1,5.16,1.5,6.65,3.43,1.87,7928.57,64.29,164.29,2000,0.0171
Masakan Soto Kudus,Traditional,38,1.7,3.6,1.8,2.3,0,0,0.2,1.77,6,0.55,3.43,0,2235.29,211.76,135.29,0,0.1
Susu Kambing Segar,Traditional,64,0.9,4.3,6.6,2.3,0,35,0,2.98,7.17,2.03,3.43,2.33,7111.11,477.78,255.56,3888.89,0.0672
Masakan Pempek Kapal Selam,Traditional,152,1.6,4.5,28.2,2.3,0,628,0,7.07,7.5,8.68,3.43,41.87,9500,281.25,143.75,39250,0.0296
Beras Ketan Hitam Tumbuk Mentah,Traditional,360,1.5,8,74.5,2.3,0,11,1,16.74,13.33,22.92,3.43,0.73,24000,533.33,153.33,733.33,0.025
Tempe Lamtoro Var. Gung Dengan Kuit,Traditional,146,1.3,11.7,19.6,2.3,0,0,7.6,6.79,19.5,6.03,3.43,0,11230.77,900,176.92,0,0.1322
Ikan Teri Bubuk Mentah,Traditional,277,20.9,60,1.8,2.3,0,0,0,12.88,100,0.55,3.43,0,1325.36,287.08,11,0,0.2166
Kambose,Traditional,164,0.7,3,32.6,2.4,0,0,4.3,7.63,5,10.03,3.58,0,23428.57,428.57,342.86,0,0.0445
Ikan Baubara Segar,Traditional,100,1.6,14.7,4.9,2.4,0,390,0,4.65,24.5,1.51,3.58,26,6250,918.75,150,24375,0.147
Kacang Uci,Traditional,358,3.7,23.4,60.6,2.4,0,13,7.4,16.65,39,18.65,3.58,0.87,9675.68,632.43,64.86,351.35,0.086
Gurandil,Traditional,218,1,0.5,48.5,2.5,0,0,3.1,10.14,0.83,14.92,3.73,0,21800,50,250,0,0.0165
Eskrim Paddle Pop Choco Magma,Olahan/Brand,70,1,1,12,2.5,8,0,1,3.26,1.67,3.69,3.73,0,7000,100,250,0,0.0286
Abc Kopi Susu,Traditional,130,1,1,27,2.5,0,15,0,6.05,1.67,8.31,3.73,1,13000,100,250,1500,0.0077
Good Day Cappuccino With Cocoa Granule,Olahan/Brand,110,1,1,21,2.5,17,10,1,5.12,1.67,6.46,3.73,0.67,11000,100,250,1000,0.0182
Kopi Good Day The Original,Olahan/Brand,90,1,1,16,2.5,13,0,1,4.19,1.67,4.92,3.73,0,9000,100,250,0,0.0222
Bamboe Tongseng,Olahan/Brand,25,2,1,5,2.5,1,580,2,2.09,1.67,1.54,3.73,38.67,1250,50,125,29000,0.12
Gery Saluut Malkist Double Abon,Olahan/Brand,90,1,1,15,2.5,3,930,0,4.19,1.67,4.62,3.73,62,9000,100,250,93000,0.0111
Top Coffee Gula Aren,Olahan/Brand,20,1,1,18,2.5,14,35,0,4.65,1.67,5.54,3.73,2.33,2000,100,250,3500,0.05
Chicki Taro Net Rasa Bbq,Olahan/Brand,90,1,1,15,2.5,0,200,0,4.19,1.67,4.62,3.73,13.33,9000,100,250,20000,0.0111
Tini Mini Biti,Traditional,60,1,1,8,2.5,0,140,0,2.79,1.67,2.46,3.73,9.33,6000,100,250,14000,0.0167
Heavenly Kitchen Thai Tea Latte,Olahan/Brand,100,1,1,19,2.5,0,70,0,4.65,1.67,5.85,3.73,4.67,10000,100,250,7000,0.01
Beng Beng Shake It,Traditional,45,1,1,6,2.5,0,20,0,2.09,1.67,1.85,3.73,1.33,4500,100,250,2000,0.0222
Nutricake Brownies Coklat,Traditional,160,2,2,33,2.5,0,90,0,7.44,3.33,10.15,3.73,6,8000,100,125,4500,0.0125
.Heavenly Blush,Olahan/Brand,90,4,2,15,2.5,5,0,4,4.19,3.33,4.62,3.73,0,2250,50,62.5,0,0.0667
Monde Snack Gold,Olahan/Brand,20,2,2,16,2.5,3,35,0,4.19,3.33,4.92,3.73,2.33,1000,100,125,1750,0.1
Chocodrink,Olahan/Brand,20,2,2,23,2.5,18,100,0,5.58,3.33,7.08,3.73,6.67,1000,100,125,5000,0.1
Sariroti Sandwich Pandan Sarikaya,Olahan/Brand,110,1,2,19,2.5,4,180,1,5.12,3.33,5.85,3.73,12,11000,200,250,18000,0.0273
Gowell Sereal & Susu Rasa Taro,Olahan/Brand,120,2,2,23,2.5,0,165,0,5.58,3.33,7.08,3.73,11,6000,100,125,8250,0.0167
Bluberry,Traditional,317,7.5,2.5,80,2.5,0,0,7.5,14.74,4.17,24.62,3.73,0,4226.67,33.33,33.33,0,0.0315
Kabuto,Traditional,250,0.6,2.6,35.4,2.5,0,2,1.8,11.63,4.33,10.89,3.73,0.13,41666.67,433.33,416.67,333.33,0.0176
Goodday Funtastic Mocacinno,Traditional,140,8,3,26,2.5,18,75,8,6.51,5,8,3.73,5,1750,37.5,31.25,937.5,0.0786
Kin Bulgarian Yogurt Orange,Olahan/Brand,150,3,3,28,2.5,27,0,0,6.98,5,8.62,3.73,0,5000,100,83.33,0,0.02
Fitbar,Olahan/Brand,90,1,3,14,2.5,4,0,1,4.19,5,4.31,3.73,0,9000,300,250,0,0.0444
Cimory Yogurt Set,Olahan/Brand,100,3,3,16,2.5,11,0,0,4.65,5,4.92,3.73,0,3333.33,100,83.33,0,0.03
Sayur Ndusuk,Traditional,49,3.1,3.1,3.6,2.5,0,1011,0,2.28,5.17,1.11,3.73,67.4,1580.65,100,80.65,32612.9,0.0633
Yoghurt Segar,Traditional,52,2.2,3.3,4,2.5,0,40,0,2.42,5.5,1.23,3.73,2.67,2363.64,150,113.64,1818.18,0.0635
Susu Kedelai,Traditional,41,2,3.5,5,2.5,0,128,0.2,1.91,5.83,1.54,3.73,8.53,2050,175,125,6400,0.0902
Kawista Segar,Traditional,120,1.4,3.5,20.8,2.5,0,9,4.6,5.58,5.83,6.4,3.73,0.6,8571.43,250,178.57,642.86,0.0675
Sun Bubur Bayi,Olahan/Brand,160,4,4,31,2.5,0,100,0,7.44,6.67,9.54,3.73,6.67,4000,100,62.5,2500,0.025
So You Minuman Kedelai,Traditional,100,4,4,15,2.5,11,0,0,4.65,6.67,4.62,3.73,0,2500,100,62.5,0,0.04
Super Bihun Kuah,Olahan/Brand,190,3,4,36,2.5,0,1190,3,8.84,6.67,11.08,3.73,79.33,6333.33,133.33,83.33,39666.67,0.0368
Hilo Teen,Olahan/Brand,25,6,6,33,2.5,26,135,0,8.37,10,10.15,3.73,9,416.67,100,41.67,2250,0.24
Frisian Flag French Vanilla Low Fat,Olahan/Brand,110,7,7,16,2.5,16,110,0,5.12,11.67,4.92,3.73,7.33,1571.43,100,35.71,1571.43,0.0636
Ultramilk Law Fat Source Of Calcium,Olahan/Brand,90,7,7,11,2.5,0,105,0,4.19,11.67,3.38,3.73,7,1285.71,100,35.71,1500,0.0778
Susu Ultra Milk Low Fat,Olahan/Brand,90,7,7,11,2.5,0,105,0,4.19,11.67,3.38,3.73,7,1285.71,100,35.71,1500,0.0778
Frisian Flag California Strawberry Low Fat,Olahan/Brand,150,7,7,24,2.5,22,125,0,6.98,11.67,7.38,3.73,8.33,2142.86,100,35.71,1785.71,0.0467
Ultra Milk Low Fat Source Of Calcium,Olahan/Brand,90,7,7,11,2.5,0,105,0,4.19,11.67,3.38,3.73,7,1285.71,100,35.71,1500,0.0778
Frisian Flag Belgian Chocolate Low Fat,Olahan/Brand,150,7,7,25,2.5,19,100,0,6.98,11.67,7.69,3.73,6.67,2142.86,100,35.71,1428.57,0.0467
Starbucks Iced Caffe Mocha (Notfat Milk),Olahan/Brand,200,9,9,36,2.5,0,0,0,9.3,15,11.08,3.73,0,2222.22,100,27.78,0,0.045
Susu Tango Kido Rasa Banana Pudding,Traditional,90,10,10,15,2.5,0,140,0,4.19,16.67,4.62,3.73,9.33,900,100,25,1400,0.1111
Masakan Parede Baleh,Traditional,87,1.5,10.5,5.5,2.5,0,416,0,4.05,17.5,1.69,3.73,27.73,5800,700,166.67,27733.33,0.1207
Starbucks Hot Caffe Mocha (Notfat Milk),Olahan/Brand,250,13,13,42,2.5,0,0,0,11.63,21.67,12.92,3.73,0,1923.08,100,19.23,0,0.052
Susu Slim Dan Fit Vanila,Olahan/Brand,200,5,15,30,2.5,13,0,5,9.3,25,9.23,3.73,0,4000,300,50,0,0.1
San Remo Pasta Sauce Spaghetti (Mentah),Traditional,457,3.8,15,90,2.5,3.1,0,3.8,21.26,25,27.69,3.73,0,12026.32,394.74,65.79,0,0.0411
San Remo Pasta Sauce Spinach Fettuccine(Mentah),Traditional,457,6,15,89,2.5,4,0,6,21.26,25,27.38,3.73,0,7616.67,250,41.67,0,0.046
Asinan Bogorsayuran,Traditional,98,0.7,3.9,14.8,2.6,0,483,0.5,4.56,6.5,4.55,3.88,32.2,14000,557.14,371.43,69000,0.0449
Bobengka,Traditional,225,0.6,5.3,45.2,2.6,0,0,0,10.47,8.83,13.91,3.88,0,37500,883.33,433.33,0,0.0236
Sayur Umbut Rotan,Traditional,57,1.3,5.4,3.1,2.6,0,256,1.6,2.65,9,0.95,3.88,17.07,4384.62,415.38,200,19692.31,0.1228
Taoge Kacang Kedelai Segar,Traditional,76,1,9,6.4,2.6,0,5,0.7,3.53,15,1.97,3.88,0.33,7600,900,260,500,0.1276
Lumpia Ayam,Traditional,65,0.5,3.03,7.12,2.61,0.37,124,0.5,3.02,5.05,2.19,3.9,8.27,13000,606,522,24800,0.0543
Ongol-Ongol Sagu,Traditional,111,0.5,0.3,21.2,2.7,0,0,0.3,5.16,0.5,6.52,4.03,0,22200,60,540,0,0.0054
Kunyit Segar,Traditional,69,1.3,2,9.1,2.7,0,6,0.6,3.21,3.33,2.8,4.03,0.4,5307.69,153.85,207.69,461.54,0.0377
Buah Merah,Traditional,87,0.4,2.6,13.1,2.7,0,110,4,4.05,4.33,4.03,4.03,7.33,21750,650,675,27500,0.0759
V-Soy Soya Bean Milk Low Sugar,Olahan/Brand,56,2.7,2.7,5.2,2.7,2.2,0,0,2.6,4.5,1.6,4.03,0,2074.07,100,100,0,0.0482
Masakan Pempek Telur,Traditional,156,1.9,4.7,28.3,2.7,0,448,0,7.26,7.83,8.71,4.03,29.87,8210.53,247.37,142.11,23578.95,0.0301
Wajit Camilan,Traditional,303,0.6,6.3,63.3,2.7,0,0,6.9,14.09,10.5,19.48,4.03,0,50500,1050,450,0,0.0436
Sarimuka,Traditional,166,0.5,2.3,32.9,2.8,0,3,0,7.72,3.83,10.12,4.18,0.2,33200,460,560,600,0.0139
Ikan Mujahir / Mujair Pepes,Traditional,121,1,21.7,0.8,2.8,0,58,0,5.63,36.17,0.25,4.18,3.87,12100,2170,280,5800,0.1793
Teh Hitam Daun Kering,Traditional,293,5.9,24.5,58.8,2.8,0,50,8.7,13.63,40.83,18.09,4.18,3.33,4966.1,415.25,47.46,847.46,0.1133
Ikan Pindang Layang Mentah,Traditional,153,7.2,30,0,2.8,0,0,0,7.12,50,0,4.18,0,2125,416.67,38.89,0,0.1961
Ikan Katombo Asin,Traditional,162,15.5,31.7,0.3,2.8,0,4393,0,7.53,52.83,0.09,4.18,292.87,1045.16,204.52,18.06,28341.94,0.1957
Lumpia Sayur,Traditional,63,0.6,1.99,7.44,2.84,0.75,207,0.6,2.93,3.32,2.29,4.24,13.8,10500,331.67,473.33,34500,0.0411
Nagasari,Traditional,154,2.09,2.09,30.25,2.87,0,91,0,7.16,3.48,9.31,4.28,6.07,7368.42,100,137.32,4354.07,0.0136
Sayur Umbut Kelapa,Traditional,67,1.3,5.2,5.1,2.9,0,313,1.4,3.12,8.67,1.57,4.33,20.87,5153.85,400,223.08,24076.92,0.0985
Nestle Carnation (Kental Manis),Olahan/Brand,100,1,1,17,3,16,0,0,4.65,1.67,5.23,4.48,0,10000,100,300,0,0.01
Momogi Bintang Coklat,Olahan/Brand,50,1,1,6,3,0,20,0,2.33,1.67,1.85,4.48,1.33,5000,100,300,2000,0.02
Naraya Coklat Cookies,Olahan/Brand,50,1,1,6,3,0,45,0,2.33,1.67,1.85,4.48,3,5000,100,300,4500,0.02
Promina Sliky Puding Rasa Strawberry,Olahan/Brand,110,1,1,19,3,11,12,0,5.12,1.67,5.85,4.48,0.8,11000,100,300,1200,0.0091
Superco,Olahan/Brand,80,1,1,13,3,4,80,0,3.72,1.67,4,4.48,5.33,8000,100,300,8000,0.0125
Promina Puff Rasa Blueberry,Traditional,80,1,1,10,3,0,0,0,3.72,1.67,3.08,4.48,0,8000,100,300,0,0.0125
Quaker 3 In 1,Olahan/Brand,120,1,1,22,3,11,0,1,5.58,1.67,6.77,4.48,0,12000,100,300,0,0.0167
Top Avocado Coffee,Olahan/Brand,90,1,1,15,3,10,25,0,4.19,1.67,4.62,4.48,1.67,9000,100,300,2500,0.0111
Khong Guan Malkist Abon,Olahan/Brand,80,2,2,13,3,3,0,0,3.72,3.33,4,4.48,0,4000,100,150,0,0.025
Roma Marie Gold,Olahan/Brand,90,2,2,15,3,4,0,0,4.19,3.33,4.62,4.48,0,4500,100,150,0,0.0222
Kopi Indocafe Cappuccino,Olahan/Brand,110,2,2,19,3,14,0,0,5.12,3.33,5.85,4.48,0,5500,100,150,0,0.0182
Niu Zuzu Rasa Coklat,Olahan/Brand,120,2,2,22,3,18,110,0,5.58,3.33,6.77,4.48,7.33,6000,100,150,5500,0.0167
"Sereal Energen ""Kacang Hijau""",Traditional,25,1,2,24,3,16,70,1,6.05,3.33,7.38,4.48,4.67,2500,200,300,7000,0.12
Pia 100 Rasa Kacang Hijau,Traditional,100,2,2,17,3,0,15,0,4.65,3.33,5.23,4.48,1,5000,100,150,750,0.02
Durian Segar,Traditional,134,8,2.5,28,3,0,1,3.5,6.23,4.17,8.62,4.48,0.07,1675,31.25,37.5,12.5,0.0448
Super Bubur Rasa Ayam,Olahan/Brand,170,3,3,32,3,0,840,0,7.91,5,9.85,4.48,56,5666.67,100,100,28000,0.0176
Nutriboost Rasa Kopi,Olahan/Brand,30,3,3,19,3,14,100,0,5.58,5,5.85,4.48,6.67,1000,100,100,3333.33,0.1
Mom's Recipe Silky Pudding Rasa Permen Karet (155 G),Olahan/Brand,130,3,3,24,3,17,40,0,6.05,5,7.38,4.48,2.67,4333.33,100,100,1333.33,0.0231
Nestle Milo 3in1 Activ-Go (Malt),Olahan/Brand,140,1,4,25,3,0,80,1,6.51,6.67,7.69,4.48,5.33,14000,400,300,8000,0.0357
Kopiko 78'c Coffe Latte,Olahan/Brand,160,4,4,28,3,24,0,0,7.44,6.67,8.62,4.48,0,4000,100,75,0,0.025
Sariroti Roti Tawar Double Soft,Olahan/Brand,140,3,4,23,3,1,105,3,6.51,6.67,7.08,4.48,7,4666.67,133.33,100,3500,0.05
Haverjoy Havermix Instant Oats & Choco Chips,Traditional,25,4,4,25,3,0,10,0,6.51,6.67,7.69,4.48,0.67,625,100,75,250,0.16
Masakan Pempek Adaan,Traditional,162,1.7,4.9,27.8,3,0,488,0,7.53,8.17,8.55,4.48,32.53,9529.41,288.24,176.47,28705.88,0.0302
Pronas Kornet Ayam,Olahan/Brand,70,2,5,5,3,0,0,2,3.26,8.33,1.54,4.48,0,3500,250,150,0,0.1
Mie Bakso,Traditional,114,0.8,5.3,16.4,3,0,760,0.1,5.3,8.83,5.05,4.48,50.67,14250,662.5,375,95000,0.0474
Mr. Bread Roti Tawar Gandum,Olahan/Brand,199,2.5,7,36,3,2,487,2.5,9.26,11.67,11.08,4.48,32.47,7960,280,120,19480,0.0477
Wrp On The Go (Cokelat),Olahan/Brand,150,6,7,24,3,16,0,6,6.98,11.67,7.38,4.48,0,2500,116.67,50,0,0.0867
Mr. Bread Roti Tawar,Olahan/Brand,198,2.5,7,36,3,2.5,269,2.5,9.21,11.67,11.08,4.48,17.93,7920,280,120,10760,0.048
Sariroti Roti Tawar,Olahan/Brand,200,1,7,37,3,2,280,1,9.3,11.67,11.38,4.48,18.67,20000,700,300,28000,0.04
Anlene (Cokelat),Olahan/Brand,135,7,7,21,3,20,0,0,6.28,11.67,6.46,4.48,0,1928.57,100,42.86,0,0.0519
Lovamil Minuman Khusus Ibu Hamil Dan Menyusui Rasa Kacang Hijau,Traditional,160,8,8,25,3,0,135,0,7.44,13.33,7.69,4.48,9,2000,100,37.5,1687.5,0.05
Yogurt Greek Yummy Strawberry,Olahan/Brand,120,8,8,16,3,9,70,0,5.58,13.33,4.92,4.48,4.67,1500,100,37.5,875,0.0667
Kacang Merah / Banda,Traditional,350,3.2,13.9,66.9,3,0,19,26.3,16.28,23.17,20.58,4.48,1.27,10937.5,434.38,93.75,593.75,0.1149
Susu Slim Dan Fit Coklat,Olahan/Brand,200,5,15,30,3,12,0,5,9.3,25,9.23,4.48,0,4000,300,60,0,0.1
Koro Benguk Biji,Traditional,332,3,24,55,3,0,42,5.6,15.44,40,16.92,4.48,2.8,11066.67,800,100,1400,0.0892
Sawo Duren,Traditional,64,0.6,1,8,3.1,0,13,0.8,2.98,1.67,2.46,4.63,0.87,10666.67,166.67,516.67,2166.67,0.0281
Buah Naga Merah Segar,Traditional,71,0.4,1.7,9.1,3.1,0,10,3.2,3.3,2.83,2.8,4.63,0.67,17750,425,775,2500,0.069
Elle Vire Yogurt,Olahan/Brand,90,0.4,2.3,13,3.1,11,0,0.4,4.19,3.83,4,4.63,0,22500,575,775,0,0.03
Pulut,Traditional,216,0.8,2.6,44.4,3.1,0,100,0,10.05,4.33,13.66,4.63,6.67,27000,325,387.5,12500,0.012
Kacang Bogor Segar,Traditional,165,1,7.7,27.4,3.1,0,6,2.5,7.67,12.83,8.43,4.63,0.4,16500,770,310,600,0.0618
Beef Teriyaki,Traditional,151,0.9,8.6,22.3,3.1,0,377,0.3,7.02,14.33,6.86,4.63,25.13,16777.78,955.56,344.44,41888.89,0.0589
Susu Ibu - Asi,Traditional,62,0.2,1.5,7,3.2,0,15,0,2.88,2.5,2.15,4.78,1,31000,750,1600,7500,0.0242
Mie Aceh Rebus,Traditional,113,1.1,3,18.1,3.2,0,191,0,5.26,5,5.57,4.78,12.73,10272.73,272.73,290.91,17363.64,0.0265
Kapusa,Traditional,158,1,4.4,27.8,3.2,0,104,5.3,7.35,7.33,8.55,4.78,6.93,15800,440,320,10400,0.0614
Gado-Gado,Traditional,137,1.5,6.1,21,3.2,0,0,1.1,6.37,10.17,6.46,4.78,0,9133.33,406.67,213.33,0,0.0526
Sapi Liver Segar,Traditional,132,1.4,19.7,6,3.2,0,110,0,6.14,32.83,1.85,4.78,7.33,9428.57,1407.14,228.57,7857.14,0.1492
Kacang Babi Kering,Traditional,341,3.5,30.4,51.3,3.2,0,13,4.5,15.86,50.67,15.78,4.78,0.87,9742.86,868.57,91.43,371.43,0.1023
Roti Gandum,Traditional,267,4,10.72,48.68,3.24,5.91,508,4,12.42,17.87,14.98,4.84,33.87,6675,268,81,12700,0.0551
Mi Basah,Traditional,88,2.1,0.6,14,3.3,0,63,0.1,4.09,1,4.31,4.93,4.2,4190.48,28.57,157.14,3000,0.008
Karedoksayur,Traditional,92,1.4,2.2,14.1,3.3,0,0,1.4,4.28,3.67,4.34,4.93,0,6571.43,157.14,235.71,0,0.0391
Cantel / Sorgum Mentah,Traditional,366,1.7,11,73,3.3,0,7,1.2,17.02,18.33,22.46,4.93,0.47,21529.41,647.06,194.12,411.76,0.0333
